CompoundID,InChIKey,SMILES,logS,logP,MW
C1938,ZXWAPCCQSDUJRB-LIUCOPNQSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003
C1944,VNFPBHJOKIVQEB-UHFFFAOYSA-N,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,-7.533729002,5.3767,344.837
C1951,NZFNXWQNBYZDAQ-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1.Cl,-7.489053566,6.6905,407.035
C1955,NAPSCFZYZVSQHF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C,-7.455306311,6.8095,297.562
C56,CXKIGWXPPVZSQK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,-7.4299998,6.6206,326.433
C57,UHCLFIWDCYOTOL-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,-7.4200001,7.274,360.878
C1960,VMPAHPDCSQOZIS-UHFFFAOYSA-N,CCCC(c1nc2c(s1)nc(s2)C(CCC)(C)C)(C)C,-7.402181683,5.9082,310.521
C1961,SBDHCUZETSWOAX-UHFFFAOYSA-N,CCCCCc1cc(O)cc2c1C1C=C(C)CCC1C(O2)(C)C,-7.400667813,5.7358,314.462
C1962,FJAQNRBDVKIIKK-LFLQOBSNSA-N,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-7.39152981,5.4433,697.128
C60,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,-7.3899999,6.6206,326.433
C61,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-7.3899999,7.274,360.878
C1965,XWNZVGDZWLLXSJ-UHFFFAOYSA-N,OCC(CC(c1nc2c(s1)nc(s2)C(CC(CO)(C)C)(C)C)(C)C)(C)C,-7.37525415,5.1252,398.626
C1967,RMDLIKZXAIGBEJ-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(CC1)N(C)C)c1ccccc1C=C2.Cl,-7.369156695,6.4161,374.347
C1969,MOKBCQAPOUEXMW-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(C)(C)C)C.Cl,-7.353609903,6.4055,376.986
C1973,SFVFIFLLYFPGHH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC[N+](Cc1ccccc1)(C)C.[Cl-],-7.309042832,5.5285,424.146
C1976,NAXCZPWMFMOBLL-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)Cl)CCBr,-7.291333098,5.1554,461.575
C70,CJDWRQLODFKPEL-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,-7.2800002,4.9756,381.109
C72,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl,-7.25,5.9672,291.988
C1985,HCAWPGARWVBULJ-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)C)(C)C,-7.241582099,5.7358,314.462
C1987,UFDCSHQNNVQXAS-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1)c1c(S2)cccc1,-7.227833101,5.9372,356.548
C1988,WSABIMDRSAVSKO-LFMIJCLESA-N,CN(CC/C=C\1/c2ccccc2C(c2c1cc(cc2)C(F)(F)F)(C)C)C.Cl,-7.226511069,6.5301,395.889
C1995,CANCCLAKQQHLNK-UHFFFAOYSA-N,Cc1cccc(c1)N(C(=S)Oc1ccc2c(c1)C1CCC2C1)C,-7.17737408,5.1598,323.452
C1999,OEAIWCFLDKVTJA-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(C=C1)N(C)C)c1ccccc1C=C2.Cl,-7.17125782,6.1921,372.331
C2001,UBGHFEFTDIQMFK-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC21CCC2CNCc1ccccc1Cl.Cl.Cl,-7.159373033,8.065,476.31
C2009,CVRALZAYCYJELZ-UHFFFAOYSA-N,COP(=S)(c1ccccc1)Oc1cc(Cl)c(cc1Cl)Br,-7.137838139,6.0667,412.066
C2011,WFLPPJLXJCKEGI-QOVZSLTQSA-N,CCN(CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2)CC.Br,-7.134055482,6.9263,424.825
C2023,XXQMDKCWUYZXOF-UHFFFAOYSA-N,CCN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)CC.Cl,-7.092262095,6.5416,383.378
C2024,NBEALWAVEGMZQY-UHFFFAOYSA-N,C#CC(c1ccccc1)(c1ccccc1)OC(=O)NC1CCCCC1,-7.088437071,5.0132,333.424
C2026,VHBUILOKMFUWPN-UHFFFAOYSA-N,Clc1ccccc1CNCCCCCCCCNCc1ccccc1Cl.Cl.Cl,-7.082089296,8.5992,466.315
C79,WIDHRBRBACOVOY-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)Cl,-7.0500002,6.6206,326.433
C2038,UEGLUMKTWJPXEP-OYXUYBEVSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2039,UEGLUMKTWJPXEP-GBKTVRHWSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCC1)/c1c(S2)cccc1,-7.040277695,6.0881,439.976
C2053,LQUVLNWIUORBDJ-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CC1)CNCC1CCCCC1.Cl.Cl,-6.992985145,7.7917,435.902
C2057,AXVBJXVSFUOBFI-UHFFFAOYSA-N,CN(c1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1)C,-6.981014701,5.0922,477.643
C2061,SPUNGTZJGMXOMY-UHFFFAOYSA-N,Clc1cnc(c(c1)Cl)SCCCCCCCCCCN1CSCC1.Cl,-6.963351711,7.3475,443.925
C86,BJQHLKABXJIVAM-PMACEKPBSA-N,CCCC[C@@H](COC(=O)c1ccccc1C(=O)OC[C@H](CCCC)CC)CC,-6.96,6.433,390.556
C2063,SDSMMBWQNDFCEX-UHFFFAOYSA-N,CN(CCCNc1nc(nc(n1)c1cccc(c1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)C,-6.93995814,5.6286,492.058
C2065,XGWXRNKYSJHAJB-UHFFFAOYSA-N,CSc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1SC.Cl.Cl,-6.936772123,8.202,487.592
C2067,LKNZBZWIVXNDBF-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccc2c(c1)cccc2)(c1ccc2c(c1)cccc2)O)CC.Cl,-6.932520575,5.9159,463.996
C2068,LAVQJQXAUQINRC-UHFFFAOYSA-N,CCCCc1c(=O)n(n(c1OC(=O)c1cc(OC)c(c(c1)OC)OC)c1ccccc1)c1ccccc1,-6.928139266,5.2158,502.558
C2073,UYIFTLBWAOGQBI-BZDYCCQFSA-N,O=C(c1ccccc1)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.894428661,5.1228,376.488
C90,GBIHOLCMZGAKNG-ZEQRLZLVSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@H](c1ccc(cc1)OC(F)F)C(C)C,-6.8800001,6.62798,451.462
C2077,ZKURGBYDCVNWKH-UHFFFAOYSA-N,O=C(N1c2ccc(cc2Sc2c1ccc(c2)N(C)C)N(C)C)c1ccccc1,-6.876196657,5.3267,389.513
C2079,XYHDHXBLSLSXSR-UHFFFAOYSA-N,Nc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,-6.872415295,6.2327,335.441
C2080,CYQFCXCEBYINGO-DLBZAZTESA-N,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@@H]2C=C(C)CC1)(C)C,-6.866134057,5.7358,314.462
C2085,GRVZGPLWLJJPKF-UHFFFAOYSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1,-6.852401585,5.2888,354.509
C2086,NRVIEWRSGDDWHP-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1Cl.Cl.Cl,-6.845936943,8.065,464.299
C2088,RSCWQVUKFNSOHT-UHFFFAOYSA-N,Clc1cccc(c1)CNCC1CCC(CC1)CNCc1cccc(c1)Cl.Cl.Cl,-6.845936943,8.065,464.299
C2089,VQWCWQHJLVFEAI-QYVXJREKSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)c1ccccc1.Cl,-6.839338367,7.1002,460.05
C2091,JIFUOEWLEDAAJC-UHFFFAOYSA-N,CN(CCN1c2cc(ccc2Sc2c1cccc2)C(C)(C)C)C.Cl,-6.834764233,6.0154,362.96
C2096,KSOHFVDMHBOJLF-UHFFFAOYSA-N,CC(Cc1ccccc1)NCC1CCC(CC1)CNC(Cc1ccccc1)C.Cl.Cl,-6.826017086,7.6202,451.515
C2105,SRYJGFZDCPAKOC-LFYAFSDUSA-N,Clc1ccc2c(c1)/C(=C\CCN(C1CCCC1)C)/c1c(S2)cccc1.Cl,-6.788105327,7.3028,406.412
C2114,VDNJCIPRRIYXKZ-UHFFFAOYSA-N,CN(C1CCC2(CC1)c1ccccc1CCc1c2cccc1)C.Cl,-6.770500322,5.3775,341.917
C2125,NKJOXAZJBOMXID-UHFFFAOYSA-N,CCCCCCCCOCCCCCCCC,-6.732951229,5.724,242.441
C98,JVHMUUUYNIPCPF-GDLZYMKVSA-N,Oc1ccc(c(c1)C)O[P@@](=O)(Oc1c(C)cccc1O)Oc1cc(O)ccc1C,-6.6999998,5.3735,416.361
C2138,BSVYJQAWONIOOU-UHFFFAOYSA-N,CCN(CCOc1ccc2c(c1)C(=O)c1c2ccc(c1)OCCN(CC)CC)CC.Cl.Cl,-6.696706859,5.9432,483.471
C2141,JFGXCMKVTZAJMD-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCCC(N1)C(c1ccccc1)(c1ccccc1)O,-6.68620951,5.6981,449.583
C2146,ZOWYFYXTIWQBEP-UHFFFAOYSA-N,CCOc1ccc(cc1OCC)Cc1nccc2c1cc(OCC)c(c2)OCC,-6.664874603,5.4204,395.491
C2147,CFAPPJQXJQUYNZ-AUUXLREUSA-N,COC(=O)CCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-6.663362683,6.2869,515.923
C100,IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C)C,-6.6399999,6.433,390.556
C101,CVUGPAFCQJIYDT-CYBMUJFWSA-N,Clc1ccc(cc1)[C@@H](C(Cl)(Cl)Cl)c1ccccc1Cl,-6.6199999,6.4955,354.486
C2159,XSGIUPVGODDVRD-MONHGIHASA-N,OCCN1CCN(CC1)CC/C=C/1\c2ccccc2Sc2c1ccc(c2)I.Cl.Cl,-6.603086776,5.6673,565.338
C105,ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1cc(Cl)ccc1Cl,-6.5700002,5.9672,291.988
C2168,FTNWXGFYRHWUKG-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.564506404,6.1268,388.878
C2170,YSMRWXYRXBRSND-UHFFFAOYSA-N,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,-6.557682892,6.2567,368.363
C2171,BOAAOVKNVJHBAN-ZXDBEMHSSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1c(ccc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2172,KAKFVUQHGXFCIM-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2173,KAKFVUQHGXFCIM-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,-6.557060603,6.3554,385.874
C2187,LSVAHJRFSZHOBF-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(c1ccccc1)CCN1CCN(CC1)c1ncccn1,-6.51750281,5.0262,434.575
C110,JWBOIMRXGHLCPP-CYBMUJFWSA-N,ClC([C@@H](c1ccccc1Cl)c1ccc(cc1)Cl)Cl,-6.5100002,5.929,320.041
C2194,JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(C(c1ccccc1Cl)c1ccc(cc1)Cl)Cl,-6.50519612,5.929,320.041
C2201,NHLUVTZJQOJKCC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCN(C)C,-6.482173198,6.0293,269.509
C2203,COUZOQKUCIBMSF-UHFFFAOYSA-N,Clc1ccccc1CNCC1CCC(CC1)CNC1CCCCC1.Cl.Cl,-6.472895446,7.5441,421.875
C2207,IJLARBWXSSXHNL-UHFFFAOYSA-N,COc1cc2CCN(C(c2cc1OC)CCc1cc(Cl)c(cc1Cl)Cl)C,-6.471659417,5.7637,414.753
C2208,VXJXLPVDCAXFRR-BTJKTKAUSA-N,OC(=O)/C=C\C(=O)O.CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1c(S2)cccc1,-6.471240042,5.0006,470.581
C2212,NAVVOYFFGOHKJL-UHFFFAOYSA-N,C1CCN(CC1)c1nc(c(o1)c1ccccc1)c1ccccc1,-6.45812881,5.0639,304.386
C2213,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)C(n1ccnc1)c1ccccc1,-6.452507579,5.1878,310.392
C2218,PFKRTWCFCOUBHS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C.Cl,-6.433879049,7.6115,334.023
C2219,QTKBGOFNZQTOTA-UHFFFAOYSA-N,CN(CCCC1c2ccccc2Sc2c1cc(Cl)cc2)C.Br,-6.430479266,6.2364,398.788
C2225,ZDJJYFKGWFWSON-UHFFFAOYSA-N,CNc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.410898088,5.1409,463.617
C2230,LAOOXBLMIJHMFO-UHFFFAOYSA-N,CCN(CCNc1ccc(c2c1c(=O)c1c(s2)cccc1)C)CC.Cl,-6.401925074,5.3518,376.943
C2234,MCWAFEJHLHEFOD-UHFFFAOYSA-N,CN(CC(CC1c2ccccc2CCc2c1cccc2)C)C.Cl,-6.394546458,5.3069,329.907
C2235,DEVDLFIOPPCXAW-UHFFFAOYSA-N,Cc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1C.Cl.Cl,-6.3912901,7.375,423.462
C2237,RFIXURDMUINBMD-UHFFFAOYSA-N,CC(NC(C(c1cc(I)c(c(c1)I)O)O)C)CCc1ccccc1,-6.378267106,5.0251,551.2
C2243,IMTAXJFNNPTBMW-UHFFFAOYSA-N,Brc1ccc2c(c1)c(=O)n(c(n2)C)CCCNC1CCCCC1.Cl,-6.369836164,4.9727,414.768
C114,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,Clc1ccc(cc1)C(=C(Cl)Cl)c1ccccc1Cl,-6.3600001,6.1879,318.025
C2259,VRHXTJPSLYPTOW-YAKHFBBESA-N,Clc1ccc2c(c1)/C(=C/CCCN1CCNCC1)/c1c(S2)cccc1.Cl,-6.324460518,5.9904,407.4
C2260,WDQPAMHFFCXSNU-BGABXYSRSA-N,Clc1ccc(cc1)Nc1cc2nc3ccccc3n(c2c/c/1=N\C(C)C)c1ccc(cc1)Cl,-6.322660785,7.6112,473.396
C2261,XKZLLDQKULUMEB-UHFFFAOYSA-N,O=C(C1CCC(CC1)C(=O)NCc1ccccc1Cl)NCc1ccccc1Cl.Cl.Cl,-6.3192843,7.1182,492.266
C2266,YNIVVSNZEPMJMD-UHFFFAOYSA-N,c1ccc(cc1)CNCC1CCC(CC1)CSCc1ccccc1.Cl.Cl,-6.310027309,7.5109,412.459
C122,LVROLHVSYNLFBE-UHFFFAOYSA-N,Clc1ccc(c(c1c1ccccc1)Cl)Cl,-6.29,5.3138,257.543
C124,RLLPVAHGXHCWKJ-MJGOQNOKSA-N,ClC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,-6.29,6.1133,391.288
C127,VAHKBZSAUKPEOV-UHFFFAOYSA-N,Clc1ccc(cc1)c1cc(Cl)ccc1Cl,-6.25,5.3138,257.543
C2297,OSQHGAXCVAYZPZ-UHFFFAOYSA-K,[O-]C(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F.[O-]C(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F.[O-]C(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F.[Al+3],-6.224019802,8.6565,867.647
C129,BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1ccc(cc1)c1ccc(cc1Cl)Cl,-6.21,5.3138,257.543
C2305,JPPQVFOALJMRFH-UHFFFAOYSA-N,Clc1ccc(nc1)SCCCCCCCCCCN1CSCC1.Cl.Cl,-6.202108649,7.4961,445.941
C2308,PYTDDYLZYYKESK-UHFFFAOYSA-N,CCCCCCCCCCSCCCCCN1CSCC1.Cl,-6.193029049,6.7768,368.084
C2309,YNAKDCXETKZUAM-UHFFFAOYSA-N,CCCCCCCCCSCCCCCCN1CCSC1.Cl,-6.193029049,6.7768,368.084
C2310,IOVDQEIIMOZNNA-MHKBYHAFSA-N,OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-6.192164539,6.0815,507.439
C2327,OEPQVKRTPFTHNA-UHFFFAOYSA-N,Oc1c(CN2CCCCC2)cc(cc1CN1CCCCC1)C(c1ccccc1)(C)C.Br.Br,-6.146157062,7.4819,568.427
C133,IHIDFKLAWYPTKB-UHFFFAOYSA-N,Clc1cccc(c1c1ccc(cc1)Cl)Cl,-6.1399999,5.3138,257.543
C134,KCXZNSGUUQJJTR-UHFFFAOYSA-N,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.1399999,5.1608,334.45
C2339,VCTHNOIYJIXQLV-UHFFFAOYSA-N,Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C.Cl.Cl,-6.124817978,7.0354,463.87
C2365,GJNMJOHYRWHJQB-UHFFFAOYSA-N,Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C.Cl,-6.089268473,6.2334,427.409
C2379,MGVXLAPXABNABN-UHFFFAOYSA-N,CCCN(CCOc1c(cc(cc1c1ccccc1)Br)C(=O)N)CCC,-6.059109035,5.4161,419.355
C2386,OCJYIGYOJCODJL-UHFFFAOYSA-N,Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C,-6.05092207,5.4314,390.948
C2387,FBSMERQALIEGJT-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,-6.049561626,5.7614,355.325
C139,XQUXKZZNEFRCAW-SFHVURJKSA-N,N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)(C)C,-6.0300002,5.26898,349.423
C144,FSNFYCPCXFQJSI-AREMUKBSSA-N,Cc1ccc(cc1)O[P@@](=O)(Oc1ccccc1C)Oc1cccc(c1)C,-6.0100002,6.2567,368.363
C2429,VZDUQCJRCXCFKK-UHFFFAOYSA-N,CN(CCCC1(OC(c2c1cccc2)(C)C)c1ccc(cc1)C(F)(F)F)C.Cl,-5.961766435,6.3581,413.904
C147,KUCQYCKVKVOKAY-OTVXOJSOSA-N,Clc1ccc(cc1)[C@@H]1CC[C@@H](CC1)C1=C(O)C(=O)c2c(C1=O)cccc2,-5.9299998,5.5051,366.837
C2446,QDWJJTJNXAKQKD-UHFFFAOYSA-N,OC(c1ccccc1)(C1CCCCC1)CCN1CCCCC1.Cl,-5.923847702,5.0704,337.927
C2449,JJGAIWGZQREFFO-UHFFFAOYSA-N,N(CC1CCC(CC1)CNCCc1ccccc1)CCc1ccccc1.Cl.Cl,-5.914168845,6.8432,423.462
C148,OGYFATSSENRIKG-UHFFFAOYSA-N,Clc1ccc(cc1)CN(C(=O)Nc1ccccc1)C1CCCC1,-5.9099998,5.3897,328.836
C2454,JGTYANSBOIVAMH-UHFFFAOYSA-N,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2.Cl.Cl,-5.906091965,5.4875,476.891
C2458,OEVLSXWDRPDGPK-UHFFFAOYSA-N,CN1CCN(CC1)CCCC1c2ccccc2Sc2c1cccc2.Cl.Cl,-5.89996513,5.7905,411.431
C2483,AFCLFDKFCDBXOH-UHFFFAOYSA-N,Fc1ccccc1CNCC1CCC(CC1)CNCc1ccccc1F.Cl.Cl,-5.853836165,7.0364,431.39
C2485,LWUYTXFIYUOZGE-UHFFFAOYSA-N,Clc1ccccc1CNC1CCC(CC1)NCc1ccccc1Cl.CC(=O)O.CC(=O)O,-5.852463814,6.1476,483.428
C2487,UMFDOKHYNFURFT-LEEZJRHMSA-N,COc1ccc2c(c1)Sc1c(/C/2=C\CCN2CCN(CC2)C)cccc1.Cl.Cl,-5.849806998,5.7088,439.442
C2488,QPOFIDVRLWJICD-UHFFFAOYSA-N,OC(=O)C(O)C.CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,-5.849012807,5.2721,419.556
C2493,XBQZDVPAJGHARN-CEFNGPBASA-N,Clc1ccc2c(c1)/C(=C/CCN1CCNCC1)/c1c(S2)cccc1.Cl.Cl,-5.843713991,6.4023,429.834
C2497,SSHUEVNEGPWTJB-UHFFFAOYSA-N,Nc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-5.842595707,5.1896,449.59
