CompoundID,InChIKey,SMILES,logS,logP,MW
C51,RKLLTEAEZIJBAU-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1ccc(c(c1)Cl)Cl,-7.8000002,5.9672,291.988
C52,LACXVZHAJMVESG-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1ccc(c(c1Cl)Cl)Cl,-7.8000002,6.6206,326.433
C1911,TYUMAYSMJLPFAN-UHFFFAOYSA-N,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)O)O)O,-7.788082722,5.437,552.484
C1912,YWEZXUNAYVCODW-RBUKOAKNSA-N,CCCCCc1cc(O)cc(c1[C@@H]1C=C(C)CC[C@H]1C(=C)C)O,-7.756426227,5.8465,314.462
C1913,GGEQGDSOSYWSPU-UHFFFAOYSA-N,FC(c1ccc2c(c1)N(CCCN1CCN(CC1)CCC1OCCCO1)c1c(S2)cccc1)(F)F.OC(=O)CCC(=O)O.OC(=O)CCC(=O)O,-7.750877566,5.2813,743.787
C1914,WAGUNVVOQBKLDL-UHFFFAOYSA-J,O=S(=O)(c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1)c1ccc(cc1)NC(S(=O)(=O)[O-])CC(S(=O)(=O)[O-])c1ccccc1.[Na+].[Na+].[Na+].[Na+],-7.730914114,7.989,892.832
C1915,QAZKXHSIKKNOHH-UHFFFAOYSA-N,Clc1ccc2c(c1)N(CCCN1CCC(CC1)(C(=O)N)N1CCCCC1)c1ccccc1CC2,-7.729425753,5.4137,481.073
C1916,OSIAKYRUAHXXOZ-UHFFFAOYSA-N,OC(c1ccccc1)(C1CCCC(N1)C(c1ccccc1)(Cc1ccccc1)O)Cc1ccccc1,-7.729230269,6.0869,477.637
C1917,ZCTJIMXXSXQXRI-KYJUHHDHSA-N,COc1cc2c(cc1Oc1cc(OC)c(cc1C[C@@H]1N(C)CCc3c1cc(OC)c(c3)OC)OC)C[C@H]1c3c2c(OC)c(OC)cc3CCN1C,-7.726858108,6.9387,696.828
C1918,OGBUMNBNEWYMNJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCOCC(CO)O,-7.720717358,5.6177,344.572
C1919,APTGJECXMIKIET-WOSSHHRXSA-N,CCCCCCC(=O)O[C@@]1(C#C)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,-7.701194763,6.0138,410.589
C1920,PYHRZPFZZDCOPH-UHFFFAOYSA-N,OS(=O)(=O)O.CC(Cc1ccccc1)N.CC(Cc1ccccc1)N,-7.699550249,4.9812,368.491
C53,UCLKLGIYGBLTSM-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,-7.6799998,7.274,360.878
C54,ZQUPQXINXTWCQR-UHFFFAOYSA-N,Clc1ccc(cc1Cl)c1c(Cl)cc(c(c1Cl)Cl)Cl,-7.6599998,7.274,360.878
C1922,IQLOSBYZJUGSKB-UHFFFAOYSA-N,C#CC(c1ccc(cc1)F)(c1ccc(cc1)F)OC(=O)NC1CCCCCC1,-7.659416997,5.6815,383.431
C1924,MCCACAIVAXEFAL-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1.[O-][N+](=O)O,-7.635134927,6.6303,479.141
C1926,TZYLXYZBEHLNSG-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1c(C)cccc1C)CCBr,-7.628808935,5.1188,455.184
C1927,KCKFGJBLLWMFIL-UHFFFAOYSA-L,Clc1ccc(c(c1)S(=O)[O-])c1ccc(c(c1)SSSc1cc(ccc1Cl)c1ccc(cc1S(=O)[O-])Cl)Cl.[Na+].[Na+].O.O.O,-7.624430017,11.0963,766.512
C1928,ZAMACTJOCIFTPJ-UHFFFAOYSA-N,CCOS(=O)(=O)c1cc(cc2c1ccc(c2)C(C)(C)C)C(C)(C)C,-7.594084617,6.2408,348.5
C1929,IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,-7.593585331,5.3173,184.361
C1930,RMHWROMEMLMRSO-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1CC)CCBr,-7.582645751,5.0644,455.184
C1932,BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1,-7.57233652,6.4548,416.129
C1933,PVTZHDYDAGYCAX-UHFFFAOYSA-N,Clc1ccc(cc1)C1CCc2c(N(C1)CCCN(C(C)C)C(C)C)cccc2,-7.567569831,6.4503,399.012
C1934,HEQIUWPGQXVWSO-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(CC1)N(C)C)c1ccccc1CC2.Cl,-7.567009046,6.0309,376.362
C1935,RHNRLUFRIWVFOF-UHFFFAOYSA-N,CCC(c1cccc2c1cccc2)(C(=O)N)CCN(CC=C(C)C)CC=C(C)C.Cl,-7.560620848,7.0997,429.038
C1937,ZXWAPCCQSDUJRB-XIDBHWPPSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C/CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003
C1938,ZXWAPCCQSDUJRB-LIUCOPNQSA-N,OS(=O)(=O)O.Clc1ccc2c(c1)/C(=C\CCN1CCCCC1)/c1c(S2)cccc1,-7.556681481,6.4782,454.003
C1942,QITKNQKNNKBEPG-UHFFFAOYSA-N,OC(c1cccc(n1)C(c1ccccc1)(c1ccccc1)O)(c1ccccc1)c1ccccc1,-7.543134936,5.65,443.536
C1943,MDFZYGLOIJNNRM-OAJDADRGSA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C,-7.53845872,5.4001,568.698
C1944,VNFPBHJOKIVQEB-UHFFFAOYSA-N,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,-7.533729002,5.3767,344.837
C1949,UFFFQSODDRXNMI-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cc(OCC)ccc1OCC)CCN(CC)CC.Cl,-7.514473886,6.2187,523.104
C1951,NZFNXWQNBYZDAQ-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1.Cl,-7.489053566,6.6905,407.035
C1952,CIMQMKORBAJNEC-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,-7.487042507,6.4237,552.48
C1953,MOPIFNSMNXBREW-UHFFFAOYSA-N,CCCCCCCNc1c2ccccc2nc2c1cccc2,-7.477457012,5.8433,292.418
C1954,CKHJPWQVLKHBIH-ZDSKVHJSSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)C(C)C)/CCOC(=O)C(C)C)/C)Cc1cnc(nc1N)C,-7.466676129,7.122,702.888
C1955,NAPSCFZYZVSQHF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C,-7.455306311,6.8095,297.562
C1956,ICQVNPHZLORXIG-UHFFFAOYSA-N,Clc1ccc(cc1)C1CCc2c(N(C1=O)CCCN(C(C)C)C(C)C)cccc2,-7.45159931,5.9769,412.995
C1957,BWYQRNCUKAFTOU-UHFFFAOYSA-N,Clc1ccc(c(c1)Sc1ccc(cc1)Cl)NCCCN1CCCC1.Clc1ccc(c(c1)Sc1ccc(cc1)Cl)NCCCN1CCCC1.Cl.Cl.O,-7.449836702,13.6463,853.662
C1958,IWXAZSAGYJHXPX-LYWFMZLMSA-N,O=CN(/C(=C(\SS/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/CCOC(=O)c1ccccc1)/CCOC(=O)c1ccccc1)/C)Cc1cnc(nc1N)C,-7.430949347,8.4376,770.92
C55,QGDKRLQRLFUJPP-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1c1ccccc1Cl)Cl)Cl,-7.4299998,6.6206,326.433
C56,CXKIGWXPPVZSQK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,-7.4299998,6.6206,326.433
C57,UHCLFIWDCYOTOL-UHFFFAOYSA-N,Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,-7.4200001,7.274,360.878
C58,IUILSTHMSGDSHQ-UHFFFAOYSA-N,c1ccc2c(c1)c1[nH]c3c(c1cc2)ccc1c3cccc1,-7.4200001,5.6275,267.324
C1959,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,CCCCCc1cc(O)c(c(c1)O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,-7.412287248,5.8465,314.462
C1960,VMPAHPDCSQOZIS-UHFFFAOYSA-N,CCCC(c1nc2c(s1)nc(s2)C(CCC)(C)C)(C)C,-7.402181683,5.9082,310.521
C1961,SBDHCUZETSWOAX-UHFFFAOYSA-N,CCCCCc1cc(O)cc2c1C1C=C(C)CCC1C(O2)(C)C,-7.400667813,5.7358,314.462
C1962,FJAQNRBDVKIIKK-LFLQOBSNSA-N,CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-7.39152981,5.4433,697.128
C59,PXAGFNRKXSYIHU-UHFFFAOYSA-N,Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,-7.3899999,5.9672,291.988
C60,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,-7.3899999,6.6206,326.433
C61,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,-7.3899999,7.274,360.878
C1963,KFXRYHOEBZEYSV-UHFFFAOYSA-N,C=CCNc1cnnc(c1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1.Cl.Cl,-7.384698627,7.3011,562.576
C1965,XWNZVGDZWLLXSJ-UHFFFAOYSA-N,OCC(CC(c1nc2c(s1)nc(s2)C(CC(CO)(C)C)(C)C)(C)C)(C)C,-7.37525415,5.1252,398.626
C1966,XQDSMZHQEGMUCW-CYBPKNTASA-N,CN(CC/C=C/1\c2cc(Cl)ccc2Sc2c1cc(Br)cc2)C.Cl,-7.372240766,6.7525,431.217
C1967,RMDLIKZXAIGBEJ-UHFFFAOYSA-N,Clc1ccc2c(c1)C1(CCC(CC1)N(C)C)c1ccccc1C=C2.Cl,-7.369156695,6.4161,374.347
C1969,MOKBCQAPOUEXMW-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(C)(C)C)C.Cl,-7.353609903,6.4055,376.986
C62,QQODLKZGRKWIFG-ZAAXVRCTSA-N,N#C[C@@H](c1ccc(c(c1)Oc1ccccc1)F)OC(=O)[C@H]1[C@@H](C1(C)C)C=C(Cl)Cl,-7.3400002,6.31708,434.288
C63,QBYJBZPUGVGKQQ-WBJAICTJSA-N,ClC1=C(Cl)[C@@]2(C([C@@]1(Cl)[C@H]1[C@@H]2[C@H]2C[C@@H]1C=C2)(Cl)Cl)Cl,-7.3299999,5.2702,364.91
C1970,CUVMRUIWQBLBEX-UHFFFAOYSA-N,CN(CCC=C1c2cc(Cl)ccc2Sc2c1cc(Cl)cc2)C.Cl,-7.324989339,6.6434,386.766
C1971,FFRDTEGDTSKBIT-UHFFFAOYSA-N,C=CCNc1cnc(nc1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.324412843,5.6971,489.654
C64,MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)cccc1Cl,-7.3200002,6.6206,326.433
C65,WQLVFSAGQJTQCK-MIRLUMJSSA-N,C[C@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,-7.3200002,5.7139,414.621
C66,ZFHGXWPMULPQSE-OVGMLNDJSA-N,O=C([C@@H]1[C@H](C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,-7.3200002,5.5518,418.734
C67,CPMZWWWXIWHTMU-IAWOBFGDSA-N,C[C@H]1CO[C@H]2[C@H](C1)O[C@H]1[C@@](C2)(C)[C@@]2([C@@H](C1)[C@@H]1C=C3C[C@H](O)CC[C@]3(C[C@H]1CC2)C)C,-7.3200002,5.5088,414.621
C1973,SFVFIFLLYFPGHH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC[N+](Cc1ccccc1)(C)C.[Cl-],-7.309042832,5.5285,424.146
C1976,NAXCZPWMFMOBLL-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1cccc(c1)Cl)CCBr,-7.291333098,5.1554,461.575
C1977,AVCQZLIKYAQLME-UHFFFAOYSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)Cl)CCBr,-7.291333098,5.1554,461.575
C68,VTLYHLREPCPDKX-UHFFFAOYSA-N,Clc1c(Cl)cccc1c1cccc(c1Cl)Cl,-7.2800002,5.9672,291.988
C69,LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1=C(Cl)C(=C([C@]1(Cl)[C@]1(Cl)C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,-7.2800002,7.7256,474.637
C70,CJDWRQLODFKPEL-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(c(c1F)Cl)F,-7.2800002,4.9756,381.109
C1978,KQUFNWNGQCSKFH-UHFFFAOYSA-N,CN1CCC(CC1)OC(=O)C1CCc2c1ccc(c2)C1CCCCC1.Cl,-7.267807629,5.1414,377.948
C1979,WBWUPLAUZIIRBV-UHFFFAOYSA-N,CC(N(C(C)C)CCSCCOC(=O)N1c2ccccc2Sc2c1nccc2)C.Cl,-7.267191223,6.5399,468.076
C1980,OWMPDOOBDJGPDB-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCNCCSSCCNCCCOc1ccc(cn1)Br.Cl.Cl,-7.260027536,7.186,653.322
C71,BXWNKGSJHAJOGX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCO,-7.2600002,5.46,242.441
C1982,FYXWDSGGZAMYFZ-UHFFFAOYSA-N,CC[n+]1c(/C=C/C=C/C=c\2/sc3c(n2CC)cccc3)sc2c1cccc2,-7.252366416,5.576,391.572
C72,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl,-7.25,5.9672,291.988
C1983,SZEGKVHRCLBFKJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCNC,-7.243105463,6.8582,283.536
C1985,HCAWPGARWVBULJ-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)C)(C)C,-7.241582099,5.7358,314.462
C1986,KSZBMSJSJFZGRF-UHFFFAOYSA-N,OC(=O)Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)C(C)C)O,-7.23256858,5.1442,538.115
C1987,UFDCSHQNNVQXAS-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1)c1c(S2)cccc1,-7.227833101,5.9372,356.548
C1988,WSABIMDRSAVSKO-LFMIJCLESA-N,CN(CC/C=C\1/c2ccccc2C(c2c1cc(cc2)C(F)(F)F)(C)C)C.Cl,-7.226511069,6.5301,395.889
C1989,GXDALQBWZGODGZ-UHFFFAOYSA-N,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2c(n1Cc1ccc(cc1)F)cccc2,-7.22414125,5.3622,458.57
C1990,MMDHGCAJSAUDDC-UHFFFAOYSA-N,CCOc1nc(ncc1C(=O)O)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.222665778,5.1231,522.637
C73,AIURIRUDHVDRFQ-UHFFFAOYSA-N,Clc1ccccc1c1cc(Cl)c(c(c1Cl)Cl)Cl,-7.21,6.6206,326.433
C74,JTUSORDQZVOEAZ-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,-7.21,6.6206,326.433
C75,AHJKRLASYNVKDZ-UHFFFAOYSA-N,ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,-7.1999998,5.929,320.041
C1992,KWDNTYRMVNFPGJ-UHFFFAOYSA-N,C1CCC(CC1)CCNC1CCC(CC1)NCCC1CCCCC1.CC(=O)O.CC(=O)O,-7.189373813,6.3812,454.686
C1993,JLRNKCZRCMIVKA-UHFFFAOYSA-N,O=C(C(Oc1ccc(cc1)Cl)(C)C)OCCCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,-7.182668824,5.4849,469.355
C1994,XMVQWNRDPAAMJB-QGZVFWFLSA-N,OC(=O)CCCCCCCCCCCC[C@@H]1C=CCC1,-7.179514628,5.7184,280.445
