CompoundID,InChIKey,SMILES,logS,logP,MW
C2232,LCRXWIKBUJLRRR-UHFFFAOYSA-N,COc1cc2c(cc1OC)CCN(C2CCc1cc(Cl)cc(c1OC)Cl)C,-6.398294704,5.1189,410.334
C2267,AFYNWNWCDBFAJL-UHFFFAOYSA-N,Nc1cc2nc3cc(N)c(cc3c(c2cc1C)c1ccccc1)C,-6.305772823,5.9986,313.396
C126,ZMHWQAHZKUPENF-UHFFFAOYSA-N,Clc1ccc(cc1)c1cccc(c1Cl)Cl,-6.2600002,5.3138,257.543
C2318,RSCFQUYOMSFUAW-UHFFFAOYSA-N,CC(N(CC(=O)c1ccc(cc1)Cl)C)CC12CC3CC(C2)CC(C1)C3.Cl,-6.183155915,6.2515,396.394
C132,MTLMVEWEYZFYTH-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)Cl)c1ccccc1,-6.1399999,5.3138,257.543
C2343,MXLCXWPNZGESLV-UHFFFAOYSA-N,CN(Cc1ccccc1)CCC(c1cccc2c1cccc2)(C(=O)N)C(C)C,-6.120165975,5.4413,374.518
C2347,MPEKZXIZMHBUPD-UHFFFAOYSA-N,CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)CC,-6.106277143,5.3514,352.513
C2370,YWKRLOSRDGPEJR-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,-6.077111571,5.99,352.321
C2392,JKESDNYEZGICTN-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CC=C(C)C)CCN1CCCC1.Cl,-6.035487432,6.18328,368.943
C2397,WSPOMRSOLSGNFJ-VGOFMYFVSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2)C,-6.029671254,5.188,315.86
C142,ONNCPBRWFSKDMQ-UHFFFAOYSA-N,Clc1ccc(c(c1)c1cccc(c1)Cl)Cl,-6.0100002,5.3138,257.543
C2409,HOCKJJPTFSEXEJ-UHFFFAOYSA-N,CC(=CCC(c1cccc2c1cccc2)(C(=O)N)CCN1CCCC1)C,-5.995692207,5.0433,350.497
C2606,LMYNSXURIAOYIR-UHFFFAOYSA-N,c1ccc2c(c1)CCC1N2CCN(C1)CCc1cccc2c1cccc2.Cl,-5.652232588,5.3242,378.938
C2613,VLTOCQFUFACJGC-UHFFFAOYSA-N,CNCCC=C1c2ccccc2C(c2c1cccc2)(C)C.Cl,-5.638211212,5.56,313.864
C2628,OMHUKXIIJPBUIP-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(F)cc2)C.Br,-5.603798043,5.6318,380.318
C2629,OMHUKXIIJPBUIP-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(F)cc2)C.Br,-5.603798043,5.6318,380.318
C2644,BJFPXELCDQCHFX-UHFFFAOYSA-N,CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)C,-5.585069586,4.9613,338.486
C2681,KAIFALFPMBMXPL-CHHCPSLASA-N,CN(C/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,-5.524967799,5.5999,338.295
C2682,KAIFALFPMBMXPL-KJEVSKRMSA-N,CN(C/C=C/1\c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,-5.524967799,5.5999,338.295
C2737,ZPMVNZLARAEGHB-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3C=Cc3c2cccc3)CC1.Cl,-5.453457838,5.4378,323.859
C2885,CXWWSOPNZQPTJX-UHFFFAOYSA-N,CN(CCC=C1c2ccccc2Sc2c1cccc2)C.Cl,-5.249403342,5.3366,317.876
C2926,AXIPKWBIXSFROG-UHFFFAOYSA-N,CCCCCCCC[Sn](S[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC)(CCCCCCCC)CCCCCCCC,-5.191144437,19.7736,948.79
C2987,UZMPCPFDZYTEJG-UHFFFAOYSA-N,CNCC/C=C/1\c2ccccc2C=Cc2c1cccc2.Cl,-5.12760962,5.4045,297.822
C3439,VXEAYBOGHINOKW-UHFFFAOYSA-N,CN(CC/C=C/1\c2ccccc2C=Cc2c1cccc2)C.Cl,-4.592491605,5.3558,311.848
C3550,FDCBVWSPDQQNRQ-UHFFFAOYSA-N,CCCc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-4.481951358,5.3337,412.567
C3578,KFYRPLNVJVHZGT-UHFFFAOYSA-N,CN(CCC=C1c2ccccc2CCc2c1cccc2)C.Cl,-4.463324654,4.9706,313.864
C3596,RADLXCPDUXFGFF-UHFFFAOYSA-N,CN(CCC=C1c2ccccc2C(c2c1cccc2)(C)C)C.Cl,-4.447550257,5.5113,327.891
C3796,ADGGJQPKBDIZMT-IAXIIBAVSA-K,Oc1cc(cc2c1c(/N=N/c1ccc(c3c1cccc3S(=O)(=O)[O-])Nc1ccccc1)cc(c2)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],-4.254744592,7.8853,695.584
C3879,RWWBYAZXVYCRQA-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCCCCOc1nc2ccccc2c(c1)C(F)(F)F,-4.187104939,5.4,438.485
C4206,XXUJCIFAKQDYHT-UHFFFAOYSA-N,Cc1cc(OCCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.960981079,5.0797,398.54
C4283,SHAYBENGXDALFF-UHFFFAOYSA-N,CNCCC=C1c2ccccc2CCc2c1cccc2.Cl,-3.892561256,5.0193,299.838
C4344,AQXXZDYPVDOQEE-MXDQRGINSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.CN1CCCN=C1/C=C/c1cccs1,-3.847428092,6.2602,594.677
C4401,GMRUSNUZAOUIJR-UHFFFAOYSA-N,Cc1cc(OCCCCN2CSCC2)nc2c1cccc2.Cl.Cl,-3.804323428,5.2504,375.356
C4589,HGBYUSPXUFKKJJ-UHFFFAOYSA-N,Clc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.670859787,5.0346,404.932
C5437,OALHHIHQOFIMEF-UHFFFAOYSA-N,O=C1OC2(c3c1cccc3)c1cc(I)c(c(c1Oc1c2cc(I)c(c1I)O)I)O,-3.077054711,6.0842,835.892
C6979,MXAZVIZJOJQEGQ-UHFFFAOYSA-L,C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.C1CCCN(CC1)/C=C/C=C/C=[N+]1CCCCCC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O.O,-2.102810156,12.1118,945.235
C7200,WDRXVEYXGAMZOX-UHFFFAOYSA-L,OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.CC1CCN(CC1)C=CC=C/C=[N+]/1\CCC(CC1)C.CC1CCN(CC1)C=CC=C/C=[N+]/1\CCC(CC1)C,-1.960412021,11.664,909.205
C7608,ANPZMAPFKWAFEX-UHFFFAOYSA-N,OC(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)O.C/C(=C\C=C\N1CCCCC1)/C=[N+]1CCCCC1.C/C(=C\C=C\N1CCCCC1)/C=[N+]1CCCCC1.O.O.O.O,-1.657896392,10.3266,955.229
C8618,IQFVPQOLBLOTPF-HKXUKFGYSA-L,Nc1c(/N=N/c2ccc(cc2)c2ccc(cc2)/N=N/c2cc(c3c(c2N)cccc3)S(=O)(=O)[O-])cc(c2c1cccc2)S(=O)(=O)[O-].[Na+].[Na+],-0.77856538,10.7874,696.663
C9172,ULOYWYMYAXXGKJ-UHFFFAOYSA-L,C(=C/C=[N+]/1\CC=CC1)C=CN1CC=CC1.C(=C/C=[N+]/1\CC=CC1)C=CN1CC=CC1.OC(=O)c1cc2ccccc2c(c1[O-])Cc1c([O-])c(cc2c1cccc2)C(=O)O.O,0.093147981,8.1593,806.944
